NOT_ID,POLL_TYPE,POLLUTANT
870289,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
870639,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
871313,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
874174,Atmospheric Pollutants and Effects,Effect on Animals
874356,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
876121,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
876648,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
876850,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
877036,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
877486,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
878258,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
872372,Atmospheric Pollutants and Effects,Smoke
868285,Sewage Materials,Crude Sewage
872746,Contaminated Water,Other Contaminated Water
872232,Oils and Fuel,Unidentified Oil
856891,Inert Materials and Wastes,Soils and Clay
880702,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
881143,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
880505,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
883108,Oils and Fuel,Diesel
882877,Atmospheric Pollutants and Effects,Smoke
882877,Contaminated Water,Firefighting Run-Off
884912,Sewage Materials,Crude Sewage
888033,Sewage Materials,Crude Sewage
872964,Sewage Materials,Crude Sewage
863623,Sewage Materials,Crude Sewage
873035,Inert Materials and Wastes,Soils and Clay
873035,Contaminated Water,Suspended Solids
878398,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
873089,Sewage Materials,Crude Sewage
883635,Atmospheric Pollutants and Effects,"Damage to Buildings, Vehicles and Vegetation"
883635,Atmospheric Pollutants and Effects,Dust
883635,Atmospheric Pollutants and Effects,Effects on Humans
862806,Atmospheric Pollutants and Effects,Chemical Odour
844604,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
840945,Specific Waste Materials,Tyres
791940,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
843670,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
853964,Sewage Materials,Grey Water
853272,Specific Waste Materials,Asbestos
854510,Atmospheric Pollutants and Effects,Sulphide Odour
854671,Agricultural Materials and Wastes,Slurry and Dilute Slurry
854671,Agricultural Materials and Wastes,Other Agricultural Material or Waste
844537,Organic Chemicals/Products,Other Organic Chemical or Product
855560,Specific Waste Materials,Tyres
855560,Oils and Fuel,Cutting Oils
855560,Oils and Fuel,Other Oil or Fuel
855560,Other Pollutant,Other
854997,Sewage Materials,Other Sewage Material
842700,Other Pollutant,Other
841110,Contaminated Water,Suspended Solids
844972,Sewage Materials,Crude Sewage
844845,Oils and Fuel,Gas and Fuel Oils
849692,Inert Materials and Wastes,Other Inert Material or Waste
849692,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
859834,Agricultural Materials and Wastes,Other Agricultural Material or Waste
857722,Specific Waste Materials,Asbestos
857722,Specific Waste Materials,Household Waste
857722,Specific Waste Materials,Tyres
857722,Specific Waste Materials,Electrical Equipment
857449,Inert Materials and Wastes,Soils and Clay
859968,Agricultural Materials and Wastes,Slurry and Dilute Slurry
859900,Sewage Materials,Crude Sewage
857254,General Biodegradable Materials and Wastes,Food and Drink
855220,Oils and Fuel,Unidentified Oil
859857,Agricultural Materials and Wastes,Silage Liquors
862844,Agricultural Materials and Wastes,Slurry and Dilute Slurry
853947,Oils and Fuel,Gas and Fuel Oils
857782,Agricultural Materials and Wastes,Slurry and Dilute Slurry
860524,Agricultural Materials and Wastes,Slurry and Dilute Slurry
861963,Contaminated Water,Vegetable Washings
861998,Sewage Materials,Crude Sewage
862113,Pollutant Not Identified,Not Identified
850533,Oils and Fuel,Diesel
857784,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
857784,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
857784,Specific Waste Materials,Asbestos
858193,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
858124,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
862491,Oils and Fuel,Gas and Fuel Oils
857948,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
857504,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
861438,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
858482,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
851443,Sewage Materials,Crude Sewage
864198,Agricultural Materials and Wastes,Slurry and Dilute Slurry
854582,Atmospheric Pollutants and Effects,Chemical Odour
864403,Agricultural Materials and Wastes,Other Agricultural Material or Waste
864499,Sewage Materials,Final Effluent
864461,Sewage Materials,Final Effluent
864736,Contaminated Water,Suspended Solids
863649,Sewage Materials,Crude Sewage
865421,Oils and Fuel,Mixed/Waste Oils
866602,Pollutant Not Identified,Not Identified
866981,Sewage Materials,Crude Sewage
857996,Oils and Fuel,Mixed/Waste Oils
858854,Sewage Materials,Final Effluent
863178,Specific Waste Materials,Asbestos
865250,Pollutant Not Identified,Not Identified
865425,Organic Chemicals/Products,Alcohols/Aldehydes
865429,Sewage Materials,Crude Sewage
867470,Sewage Materials,Crude Sewage
868500,Pollutant Not Identified,Not Identified
848773,Oils and Fuel,Other Oil or Fuel
868526,Sewage Materials,Crude Sewage
865149,Pollutant Not Identified,Not Identified
867977,Sewage Materials,Grey Water
861913,Agricultural Materials and Wastes,Slurry and Dilute Slurry
863564,Pollutant Not Identified,Not Identified
866428,Agricultural Materials and Wastes,Fertiliser
841946,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
865992,Agricultural Materials and Wastes,Silage Liquors
865993,Inert Materials and Wastes,Soils and Clay
865994,Agricultural Materials and Wastes,Slurry and Dilute Slurry
865848,Agricultural Materials and Wastes,Slurry and Dilute Slurry
866280,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
840939,Contaminated Water,Other Contaminated Water
845682,Sewage Materials,Other Sewage Material
850061,Other Pollutant,Noise
854897,Specific Waste Materials,Household Waste
855196,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
841085,Sewage Materials,Grey Water
808110,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
808110,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
830125,Atmospheric Pollutants and Effects,Chemical Odour
830125,Atmospheric Pollutants and Effects,Smoke
843915,Oils and Fuel,Cutting Oils
845753,Contaminated Water,Firefighting Run-Off
846171,Oils and Fuel,Diesel
850963,Pollutant Not Identified,Not Identified
841676,Specific Waste Materials,Commercial Waste
853172,Agricultural Materials and Wastes,Slurry and Dilute Slurry
855543,Specific Waste Materials,Other Specific Waste Material
1489009,Atmospheric Pollutants and Effects,Smoke
840717,Sewage Materials,Final Effluent
840716,General Biodegradable Materials and Wastes,Food and Drink
823896,Oils and Fuel,Gas and Fuel Oils
846254,Oils and Fuel,Diesel
846474,Other Pollutant,Other
851523,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
851651,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
851651,Specific Waste Materials,Metal Wastes
851651,Specific Waste Materials,Electrical Equipment
851651,Oils and Fuel,Mixed/Waste Oils
855728,Atmospheric Pollutants and Effects,Smoke
853011,Contaminated Water,Other Contaminated Water
847590,Oils and Fuel,Diesel
841838,Contaminated Water,Suspended Solids
841659,Other Pollutant,Other
846665,Agricultural Materials and Wastes,Slurry and Dilute Slurry
845499,Oils and Fuel,Kerosene and Aviation Fuel
846500,Oils and Fuel,Gas and Fuel Oils
856710,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
839800,Oils and Fuel,Diesel
842416,Oils and Fuel,Diesel
842446,Sewage Materials,Crude Sewage
836022,Atmospheric Pollutants and Effects,"Damage to Buildings, Vehicles and Vegetation"
836022,Atmospheric Pollutants and Effects,Effects on Humans
836022,Atmospheric Pollutants and Effects,Smoke
836022,Organic Chemicals/Products,Surfactants and Detergents
841222,Oils and Fuel,Diesel
841222,Oils and Fuel,Other Oil or Fuel
847271,Contaminated Water,Other Contaminated Water
852234,Pollutant Not Identified,Not Identified
849424,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
846843,Atmospheric Pollutants and Effects,Chemical Odour
857437,Sewage Materials,Crude Sewage
595418,General Biodegradable Materials and Wastes,Animal and Vegetable Oil
595418,Sewage Materials,Process Effluent
843034,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
1491678,Sewage Materials,Final Effluent
842279,Atmospheric Pollutants and Effects,Chemical Odour
855567,Agricultural Materials and Wastes,Slurry and Dilute Slurry
857802,Sewage Materials,Other Sewage Material
843125,Inorganic Chemicals/Products,Ammonia Solutions
834099,Atmospheric Pollutants and Effects,Chemical Odour
843453,Contaminated Water,Minewater
847777,Other Pollutant,Other
844736,Pollutant Not Identified,Not Identified
838171,Organic Chemicals/Products,Solvents
850324,Agricultural Materials and Wastes,Slurry and Dilute Slurry
849803,Oils and Fuel,Diesel
853095,Oils and Fuel,Diesel
853220,Sewage Materials,Crude Sewage
853243,Atmospheric Pollutants and Effects,Sulphide Odour
855304,Contaminated Water,Other Contaminated Water
838129,Agricultural Materials and Wastes,Solid Manure
815113,Agricultural Materials and Wastes,Slurry and Dilute Slurry
848349,Inert Materials and Wastes,Soils and Clay
852602,Oils and Fuel,Mixed/Waste Oils
847493,Oils and Fuel,Diesel
853598,Oils and Fuel,Kerosene and Aviation Fuel
851099,Oils and Fuel,Gas and Fuel Oils
850569,Oils and Fuel,Gas and Fuel Oils
858526,Pollutant Not Identified,Not Identified
858603,Specific Waste Materials,Asbestos
856375,Specific Waste Materials,Commercial Waste
856375,Specific Waste Materials,Household Waste
848880,Pollutant Not Identified,Not Identified
854305,Pollutant Not Identified,Not Identified
847372,Oils and Fuel,Gas and Fuel Oils
856603,Agricultural Materials and Wastes,Slurry and Dilute Slurry
859390,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
930958,Organic Chemicals/Products,Hydrocarbons
930958,Organic Chemicals/Products,Phenols and Creosote
940916,Sewage Materials,Final Effluent
940910,Organic Chemicals/Products,Paints and Varnishes
940915,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
940915,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
940971,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
929675,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
929675,Specific Waste Materials,Household Waste
912607,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
912607,Inert Materials and Wastes,Soils and Clay
941002,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
941049,Oils and Fuel,Petrol
946013,Pollutant Not Identified,Not Identified
920814,Sewage Materials,Crude Sewage
930366,Contaminated Water,Other Contaminated Water
946217,Atmospheric Pollutants and Effects,Landfill Odour
950191,Agricultural Materials and Wastes,Slurry and Dilute Slurry
931785,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
904851,Sewage Materials,Crude Sewage
898832,Sewage Materials,Crude Sewage
946552,Specific Waste Materials,Commercial Waste
946026,Other Pollutant,Other
929572,Pollutant Not Identified,Not Identified
943294,Agricultural Materials and Wastes,Slurry and Dilute Slurry
951633,Oils and Fuel,Diesel
951797,Sewage Materials,Crude Sewage
952004,Agricultural Materials and Wastes,Slurry and Dilute Slurry
951542,Agricultural Materials and Wastes,Slurry and Dilute Slurry
946853,Atmospheric Pollutants and Effects,Effects on Humans
952194,Contaminated Water,Minewater
953434,Atmospheric Pollutants and Effects,Landfill Odour
954363,Agricultural Materials and Wastes,Slurry and Dilute Slurry
938590,Atmospheric Pollutants and Effects,Smoke
938740,Pollutant Not Identified,Not Identified
941523,Specific Waste Materials,Commercial Waste
953090,Agricultural Materials and Wastes,Slurry and Dilute Slurry
